Province,Last_Update,Country_Region,Latitude,Longitude,Confirmed,Deaths,Recovered,Active,Continent
UK/Bermuda,2020-05-03,UK,32.3078,-64.7505,114.0,7.0,51.0,56.0,Europe
UK/British Virgin Islands,2020-05-03,UK,18.4207,-64.64,6.0,1.0,3.0,2.0,Europe
UK/Cayman Islands,2020-05-03,UK,19.3133,-81.2546,74.0,1.0,10.0,63.0,Europe
UK/Channel Islands,2020-05-03,UK,49.3723,-2.3643509999999996,543.0,41.0,406.0,96.0,Europe
UK/Falkland Islands (Malvinas),2020-05-03,UK,-51.7963,-59.5236,13.0,0.0,13.0,0.0,Europe
UK/Gibraltar,2020-05-03,UK,36.1408,-5.3536,144.0,0.0,132.0,12.0,Europe
UK/Isle of Man,2020-05-03,UK,54.2361,-4.5481,320.0,22.0,271.0,27.0,Europe
UK/Montserrat,2020-05-03,UK,16.7425,-62.187366,11.0,1.0,2.0,8.0,Europe
UK/Turks and Caicos Islands,2020-05-03,UK,21.69400000000001,-71.7979,12.0,1.0,5.0,6.0,Europe
US/Alabama,2020-05-03,US,32.95448677539683,-85.32310504516668,7611.0,288.0,0.0,7323.0,Americas
US/Alaska,2020-05-03,US,61.370716,-123.14300349999999,365.0,9.0,0.0,356.0,Americas
US/Arizona,2020-05-03,US,33.7298,-104.46003296875,8364.0,330.0,0.0,8034.0,Americas
US/Arkansas,2020-05-03,US,34.969704,-90.63099988961538,3372.0,72.0,0.0,3300.0,Americas
US/California,2020-05-03,US,37.843961646034494,-118.11935556326529,53347.0,2180.0,0.0,51167.0,Americas
US/Colorado,2020-05-03,US,39.059810999999996,-103.49634402352939,16225.0,832.0,0.0,15393.0,Americas
US/Connecticut,2020-05-03,US,41.61368014,-64.58384860333334,29287.0,2436.0,0.0,26851.0,Americas
US/Delaware,2020-05-03,US,39.318523,-56.64992809249999,5038.0,168.0,0.0,4870.0,Americas
US/Diamond Princess,2020-05-03,US,35.4437,139.638,49.0,0.0,0.0,49.0,Americas
US/District of Columbia,2020-05-03,US,38.90417773,-77.01655992,4797.0,240.0,0.0,4557.0,Americas
US/Florida,2020-05-03,US,28.94075487910448,-81.07566622267856,35463.0,1364.0,0.0,34099.0,Americas
US/Georgia,2020-05-03,US,33.040619,-83.0466550776259,28331.0,1177.0,0.0,27154.0,Americas
US/Grand Princess,2020-05-03,US,37.64894,-122.665479,103.0,3.0,0.0,100.0,Americas
US/Guam,2020-05-03,US,13.4443,144.7937,145.0,5.0,0.0,140.0,Americas
US/Hawaii,2020-05-03,US,21.094317999999998,-125.93156463999999,620.0,16.0,0.0,604.0,Americas
US/Idaho,2020-05-03,US,44.2634012584091,-114.42708472307693,2061.0,64.0,0.0,1997.0,Americas
US/Illinois,2020-05-03,US,40.3495,-87.45090539370368,58505.0,2559.0,0.0,55946.0,Americas
US/Indiana,2020-05-03,US,39.906888021341466,-85.29148706795694,19295.0,1115.0,0.0,18180.0,Americas
US/Iowa,2020-05-03,US,42.10310177116281,-91.47892485684207,8643.0,175.0,0.0,8468.0,Americas
US/Kansas,2020-05-03,US,38.5266,-96.66246899853658,4885.0,142.0,0.0,4743.0,Americas
US/Kentucky,2020-05-03,US,37.75422243044777,-84.12824026176472,4879.0,248.0,0.0,4631.0,Americas
US/Louisiana,2020-05-03,US,31.169546,-90.30568794114755,29140.0,1993.0,0.0,27147.0,Americas
US/Maine,2020-05-03,US,44.693946999999994,-64.49874688384615,1153.0,56.0,0.0,1097.0,Americas
US/Maryland,2020-05-03,US,39.063946,-73.39660073958332,24473.0,1251.0,0.0,23222.0,Americas
US/Massachusetts,2020-05-03,US,42.2302,-66.46440351071429,66263.0,3846.0,0.0,62417.0,Americas
US/Michigan,2020-05-03,US,44.04362008975902,-82.53538168771432,43207.0,4021.0,0.0,39186.0,Americas
US/Minnesota,2020-05-03,US,45.6945,-92.37811347226415,6232.0,394.0,0.0,5838.0,Americas
US/Mississippi,2020-05-03,US,32.88213839552631,-88.56565681493977,7441.0,291.0,0.0,7150.0,Americas
US/Missouri,2020-05-03,US,38.456849347628875,-91.04629021235294,8356.0,376.0,0.0,7980.0,Americas
US/Montana,2020-05-03,US,46.97469113196428,-107.7758265508772,455.0,16.0,0.0,439.0,Americas
US/Nebraska,2020-05-03,US,41.321794947204275,-93.55767234636365,5317.0,73.0,0.0,5244.0,Americas
US/Nevada,2020-05-03,US,39.347973615624994,-105.80693274000001,5389.0,255.0,0.0,5134.0,Americas
US/New Hampshire,2020-05-03,US,43.478972876,-64.447023466,2429.0,84.0,0.0,2345.0,Americas
US/New Jersey,2020-05-03,US,40.298904,-71.23052018227273,123717.0,7742.0,0.0,115975.0,Americas
US/New Mexico,2020-05-03,US,34.840515,-105.88710740909092,3732.0,138.0,0.0,3594.0,Americas
US/New York,2020-05-03,US,42.70500231157894,-73.97152637,312977.0,24198.0,0.0,288779.0,Americas
US/North Carolina,2020-05-03,US,35.6301,-78.71395914811885,11588.0,431.0,0.0,11157.0,Americas
US/North Dakota,2020-05-03,US,47.58925972040001,-98.39292318685186,1153.0,24.0,0.0,1129.0,Americas
US/Northern Mariana Islands,2020-05-03,US,15.0979,145.6739,14.0,2.0,0.0,12.0,Americas
US/Ohio,2020-05-03,US,40.39930178586667,-82.7649,19335.0,1022.0,0.0,18313.0,Americas
US/Oklahoma,2020-05-03,US,35.565342,-92.94360247599998,3851.0,238.0,0.0,3613.0,Americas
US/Oregon,2020-05-03,US,44.67145508571428,-121.47691959722222,2635.0,109.0,0.0,2526.0,Americas
US/Pennsylvania,2020-05-03,US,40.81807835477612,-77.209755,50494.0,2695.0,0.0,47799.0,Americas
US/Puerto Rico,2020-05-03,US,18.2208,-66.5901,1757.0,95.0,0.0,1662.0,Americas
US/Rhode Island,2020-05-03,US,41.6809,-59.553420915000004,9289.0,296.0,0.0,8993.0,Americas
US/South Carolina,2020-05-03,US,33.984007414523816,-80.92424975880951,6489.0,267.0,0.0,6222.0,Americas
US/South Dakota,2020-05-03,US,44.2998,-98.54136306000001,2588.0,21.0,0.0,2567.0,Americas
US/Tennessee,2020-05-03,US,35.88510221221052,-83.96382623373495,12661.0,209.0,0.0,12452.0,Americas
US/Texas,2020-05-03,US,31.684297522421517,-97.563461,30917.0,863.0,0.0,30054.0,Americas
US/Utah,2020-05-03,US,40.150032,-104.67646266874999,4985.0,49.0,0.0,4936.0,Americas
US/Vermont,2020-05-03,US,44.159495798571434,-67.11913334769231,886.0,51.0,0.0,835.0,Americas
US/Virgin Islands,2020-05-03,US,18.3358,-64.8963,66.0,4.0,0.0,62.0,Americas
US/Virginia,2020-05-03,US,37.769337,-77.35055333708335,17738.0,617.0,0.0,17121.0,Americas
US/Washington,2020-05-03,US,47.400902,-117.39640208,15003.0,830.0,0.0,14173.0,Americas
US/West Virginia,2020-05-03,US,39.02448122212121,-80.42142134181819,1185.0,48.0,0.0,1137.0,Americas
US/Wisconsin,2020-05-03,US,44.395143494861124,-87.7893884079592,7660.0,334.0,0.0,7326.0,Americas
US/Wyoming,2020-05-03,US,43.086885505217396,-107.15324220434782,579.0,7.0,0.0,572.0,Americas
Uganda,2020-05-03,Uganda,1.373333,32.290275,88.0,0.0,52.0,36.0,Africa
Ukraine,2020-05-03,Ukraine,48.3794,31.1656,11411.0,279.0,1498.0,9634.0,Europe
United Arab Emirates,2020-05-03,United Arab Emirates,24.0,54.0,13599.0,119.0,2664.0,10816.0,Asia
Uruguay,2020-05-03,Uruguay,-32.5228,-55.7658,652.0,17.0,440.0,195.0,Americas
Uzbekistan,2020-05-03,Uzbekistan,41.3775,64.5853,2118.0,9.0,1271.0,838.0,Asia
Venezuela,2020-05-03,Venezuela,6.4238,-66.5897,345.0,10.0,148.0,187.0,Americas
Vietnam,2020-05-03,Vietnam,16.0,108.2772,270.0,0.0,219.0,51.0,Asia
Western Sahara,2020-05-03,Western Sahara,24.2155,-12.8858,6.0,0.0,5.0,1.0,Africa
Yemen,2020-05-03,Yemen,15.552727,48.516388,10.0,2.0,1.0,7.0,Asia
Zambia,2020-05-03,Zambia,-13.133897,28.2833,119.0,3.0,75.0,41.0,Africa
Zimbabwe,2020-05-03,Zimbabwe,-19.0154,30.0,34.0,4.0,5.0,25.0,Africa
Afghanistan,2020-05-04,Afghanistan,33.93911,67.71,2704.0,85.0,345.0,2274.0,Asia
Albania,2020-05-04,Albania,41.1533,20.1683,795.0,31.0,531.0,233.0,Europe
Algeria,2020-05-04,Algeria,28.0339,1.6596,4474.0,463.0,1936.0,2075.0,Africa
Andorra,2020-05-04,Andorra,42.5063,1.5218,748.0,45.0,493.0,210.0,Europe
Angola,2020-05-04,Angola,-11.2027,17.8739,35.0,2.0,11.0,22.0,Africa
Antigua and Barbuda,2020-05-04,Antigua and Barbuda,17.0608,-61.7964,25.0,3.0,15.0,7.0,Americas
Argentina,2020-05-04,Argentina,-38.4161,-63.6167,4783.0,246.0,1354.0,3183.0,Americas
Armenia,2020-05-04,Armenia,40.0691,45.0382,2386.0,35.0,1035.0,1316.0,Asia
Australia/Australian Capital Territory,2020-05-04,Australia,-35.4735,149.0124,106.0,3.0,103.0,0.0,Oceania
Australia/New South Wales,2020-05-04,Australia,-33.8688,151.2093,3033.0,42.0,2328.0,663.0,Oceania
Australia/Northern Territory,2020-05-04,Australia,-12.4634,130.8456,29.0,0.0,24.0,5.0,Oceania
Australia/Queensland,2020-05-04,Australia,-27.4698,153.4,1038.0,6.0,980.0,52.0,Oceania
Australia/South Australia,2020-05-04,Australia,-34.9285,138.6007,438.0,4.0,427.0,7.0,Oceania
Australia/Tasmania,2020-05-04,Australia,-41.4545,147.3272,221.0,13.0,164.0,44.0,Oceania
Australia/Victoria,2020-05-04,Australia,-37.8136,144.9631,1406.0,18.0,1300.0,88.0,Oceania
Australia/Western Australia,2020-05-04,Australia,-31.9505,115.8605,551.0,9.0,523.0,19.0,Oceania
Austria,2020-05-04,Austria,47.5162,14.5501,15597.0,598.0,13228.0,1771.0,Europe
Azerbaijan,2020-05-04,Azerbaijan,40.1431,47.5769,1932.0,25.0,1441.0,466.0,Asia
Bahamas,2020-05-04,Bahamas,25.0343,-76.0,83.0,11.0,24.0,48.0,Americas
Bahrain,2020-05-04,Bahrain,26.0667,50.5577,3383.0,8.0,1718.0,1657.0,Asia
Bangladesh,2020-05-04,Bangladesh,23.685,90.3563,9455.0,177.0,1063.0,8215.0,Asia
Barbados,2020-05-04,Barbados,13.1939,-59.5432,82.0,7.0,44.0,31.0,Americas
Belarus,2020-05-04,Belarus,53.7098,27.9534,16705.0,99.0,3196.0,13410.0,Europe
Belgium,2020-05-04,Belgium,50.8333,4.469936,49906.0,7844.0,12309.0,29753.0,Europe
Belize,2020-05-04,Belize,17.1899,-59.5432,18.0,2.0,13.0,3.0,Americas
Benin,2020-05-04,Benin,9.3077,2.3158,90.0,2.0,42.0,46.0,Africa
Bhutan,2020-05-04,Bhutan,27.5142,90.4336,7.0,0.0,5.0,2.0,Asia
Bolivia,2020-05-04,Bolivia,-16.2902,-63.5887,1594.0,76.0,166.0,1352.0,Americas
Bosnia and Herzegovina,2020-05-04,Bosnia and Herzegovina,43.9159,17.6791,1857.0,77.0,825.0,955.0,Europe
Botswana,2020-05-04,Botswana,-22.3285,24.6849,23.0,1.0,8.0,14.0,Africa
Brazil,2020-05-04,Brazil,-14.235,-51.9253,101826.0,7051.0,42991.0,51784.0,Americas
Brunei,2020-05-04,Brunei,4.5353,114.7277,138.0,1.0,128.0,9.0,Asia
Bulgaria,2020-05-04,Bulgaria,42.7339,25.4858,1618.0,73.0,308.0,1237.0,Europe
Burkina Faso,2020-05-04,Burkina Faso,12.2383,-1.5616,662.0,45.0,540.0,77.0,Africa
Burundi,2020-05-04,Burundi,-3.3731,29.9189,15.0,1.0,7.0,7.0,Africa
Cabo Verde,2020-05-04,Cabo Verde,16.5388,-23.0418,165.0,2.0,33.0,130.0,Africa
Cambodia,2020-05-04,Cambodia,12.5657,104.991,122.0,0.0,120.0,2.0,Asia
Cameroon,2020-05-04,Cameroon,3.8480000000000003,11.5021,2077.0,64.0,953.0,1060.0,Africa
Canada/Alberta,2020-05-04,Canada,53.9333,-116.5765,5766.0,95.0,0.0,5671.0,Americas
Canada/British Columbia,2020-05-04,Canada,53.7267,-123.1207,2171.0,114.0,0.0,2057.0,Americas
Canada/Grand Princess,2020-05-04,Canada,37.6489,-122.6655,13.0,0.0,0.0,13.0,Americas
Canada/Manitoba,2020-05-04,Canada,53.7609,-98.8139,282.0,6.0,0.0,276.0,Americas
Canada/New Brunswick,2020-05-04,Canada,46.5653,-66.4619,118.0,0.0,0.0,118.0,Americas
Canada/Newfoundland and Labrador,2020-05-04,Canada,53.1355,-57.6604,259.0,3.0,0.0,256.0,Americas
Canada/Northwest Territories,2020-05-04,Canada,64.8255,-124.8457,5.0,0.0,0.0,5.0,Americas
Canada/Nova Scotia,2020-05-04,Canada,44.682,-63.7443,971.0,37.0,0.0,934.0,Americas
Canada/Ontario,2020-05-04,Canada,51.2538,-85.3232,18574.0,1326.0,0.0,17248.0,Americas
Canada/Prince Edward Island,2020-05-04,Canada,46.5107,-63.4168,27.0,0.0,0.0,27.0,Americas
Canada/Quebec,2020-05-04,Canada,52.9399,-73.5491,31873.0,2206.0,0.0,29667.0,Americas
Canada/Saskatchewan,2020-05-04,Canada,52.9399,-106.4509,433.0,7.0,0.0,426.0,Americas
Canada/Yukon,2020-05-04,Canada,64.2823,-135.0,11.0,0.0,0.0,11.0,Americas
Central African Republic,2020-05-04,Central African Republic,6.6111,20.9394,72.0,0.0,10.0,62.0,Africa
Chad,2020-05-04,Chad,15.4542,18.7322,117.0,10.0,39.0,68.0,Africa
Chile,2020-05-04,Chile,-35.6751,-71.543,19663.0,260.0,10041.0,9362.0,Americas
China/Anhui,2020-05-04,China,31.8257,117.2264,991.0,6.0,985.0,0.0,Asia
China/Beijing,2020-05-04,China,40.1824,116.4142,593.0,9.0,553.0,31.0,Asia
China/Chongqing,2020-05-04,China,30.0572,107.874,579.0,6.0,573.0,0.0,Asia
China/Fujian,2020-05-04,China,26.0789,117.9874,356.0,1.0,353.0,2.0,Asia
China/Gansu,2020-05-04,China,37.8099,103.8343,139.0,2.0,137.0,0.0,Asia
China/Guangdong,2020-05-04,China,23.3417,113.4244,1588.0,8.0,1569.0,11.0,Asia
China/Guangxi,2020-05-04,China,23.8298,108.7881,254.0,2.0,252.0,0.0,Asia
China/Guizhou,2020-05-04,China,26.8154,106.8748,147.0,2.0,145.0,0.0,Asia
China/Hainan,2020-05-04,China,19.1959,109.7453,168.0,6.0,162.0,0.0,Asia
China/Hebei,2020-05-04,China,39.549,116.1306,328.0,6.0,318.0,4.0,Asia
China/Heilongjiang,2020-05-04,China,47.862,127.7615,944.0,13.0,657.0,274.0,Asia
China/Henan,2020-05-04,China,33.882,113.614,1276.0,22.0,1254.0,0.0,Asia
China/Hong Kong,2020-05-04,China,22.3,114.2,1039.0,4.0,879.0,156.0,Asia
China/Hubei,2020-05-04,China,30.9756,112.2707,68128.0,4512.0,63616.0,0.0,Asia
China/Hunan,2020-05-04,China,27.6104,111.7088,1019.0,4.0,1015.0,0.0,Asia
China/Inner Mongolia,2020-05-04,China,44.0935,113.9448,201.0,1.0,156.0,44.0,Asia
China/Jiangsu,2020-05-04,China,32.9711,119.455,653.0,0.0,650.0,3.0,Asia
China/Jiangxi,2020-05-04,China,27.614,115.7221,937.0,1.0,936.0,0.0,Asia
China/Jilin,2020-05-04,China,43.6661,126.1923,112.0,1.0,103.0,8.0,Asia
China/Liaoning,2020-05-04,China,41.2956,122.6085,146.0,2.0,144.0,0.0,Asia
China/Macau,2020-05-04,China,22.1667,113.55,45.0,0.0,39.0,6.0,Asia
China/Ningxia,2020-05-04,China,37.2692,106.1655,75.0,0.0,75.0,0.0,Asia
China/Qinghai,2020-05-04,China,35.7452,95.9956,18.0,0.0,18.0,0.0,Asia
China/Shaanxi,2020-05-04,China,35.1917,108.8701,306.0,3.0,263.0,40.0,Asia
China/Shandong,2020-05-04,China,36.3427,118.1498,788.0,7.0,773.0,8.0,Asia
China/Shanghai,2020-05-04,China,31.202,121.4491,655.0,7.0,615.0,33.0,Asia
China/Shanxi,2020-05-04,China,37.5777,112.2922,198.0,0.0,180.0,18.0,Asia
China/Sichuan,2020-05-04,China,30.6171,102.7103,561.0,3.0,558.0,0.0,Asia
China/Tianjin,2020-05-04,China,39.3054,117.323,190.0,3.0,186.0,1.0,Asia
China/Tibet,2020-05-04,China,31.6927,88.0924,1.0,0.0,1.0,0.0,Asia
China/Xinjiang,2020-05-04,China,41.1129,85.2401,76.0,3.0,73.0,0.0,Asia
China/Yunnan,2020-05-04,China,24.974,101.48700000000001,185.0,2.0,181.0,2.0,Asia
China/Zhejiang,2020-05-04,China,29.1832,120.0934,1268.0,1.0,1265.0,2.0,Asia
Colombia,2020-05-04,Colombia,4.5709,-74.2973,7668.0,340.0,1722.0,5606.0,Americas
Comoros,2020-05-04,Comoros,-11.6455,43.3333,3.0,0.0,0.0,3.0,Africa
Congo,2020-05-04,Congo,-0.228,21.7587,903.0,42.0,100.0,761.0,Africa
Congo,2020-05-04,Congo,-0.228,21.7587,903.0,42.0,100.0,761.0,Africa
Costa Rica,2020-05-04,Costa Rica,9.7489,-83.7534,739.0,6.0,386.0,347.0,Americas
Cote d'Ivoire,2020-05-04,Cote d'Ivoire,7.54,-5.5471,1398.0,17.0,653.0,728.0,Africa
Croatia,2020-05-04,Croatia,45.1667,15.5,2096.0,79.0,1489.0,528.0,Europe
Cuba,2020-05-04,Cuba,22.0,-77.78116700000001,1649.0,67.0,827.0,755.0,Americas
Cyprus,2020-05-04,Cyprus,35.1264,33.4299,872.0,15.0,296.0,561.0,Asia
Czech Republic,2020-05-04,Czech Republic,49.8175,15.473,7781.0,248.0,3587.0,3946.0,Europe
Denmark,2020-05-04,Denmark,56.2639,9.5018,9523.0,484.0,6987.0,2052.0,Europe
Denmark/Faroe Islands,2020-05-04,Denmark,61.8926,-6.9118,187.0,0.0,185.0,2.0,Europe
Denmark/Greenland,2020-05-04,Denmark,71.7069,-42.6043,11.0,0.0,11.0,0.0,Europe
Djibouti,2020-05-04,Djibouti,11.8251,42.5903,1112.0,2.0,686.0,424.0,Africa
Dominica,2020-05-04,Dominica,18.7357,-65.76685,7970.0,333.0,1619.0,6018.0,Americas
Ecuador,2020-05-04,Ecuador,-1.8312,-78.1834,29538.0,1564.0,3300.0,24674.0,Americas
Egypt,2020-05-04,Egypt,26.8206,30.8025,6465.0,429.0,1562.0,4474.0,Africa
El Salvador,2020-05-04,El Salvador,13.7942,-88.8965,490.0,11.0,154.0,325.0,Americas
Equatorial Guinea,2020-05-04,Equatorial Guinea,1.6508,10.2679,315.0,1.0,9.0,305.0,Africa
Eritrea,2020-05-04,Eritrea,15.1794,39.7823,39.0,0.0,26.0,13.0,Africa
Estonia,2020-05-04,Estonia,58.5953,25.0136,1700.0,55.0,259.0,1386.0,Europe
Ethiopia,2020-05-04,Ethiopia,9.145,40.4897,135.0,3.0,75.0,57.0,Africa
Fiji,2020-05-04,Fiji,-17.7134,178.065,18.0,0.0,14.0,4.0,Oceania
Finland,2020-05-04,Finland,64.0,26.0,5254.0,230.0,3000.0,2024.0,Europe
France,2020-05-04,France,47.0,2.2137,167272.0,24864.0,49973.0,92435.0,Europe
France/French Guiana,2020-05-04,France,4.0,-53.0,128.0,1.0,98.0,29.0,Europe
France/French Polynesia,2020-05-04,France,-17.6797,149.4068,58.0,0.0,51.0,7.0,Europe
France/Guadeloupe,2020-05-04,France,16.265,-61.551,152.0,12.0,95.0,45.0,Europe
France/Martinique,2020-05-04,France,14.6415,-61.0242,179.0,14.0,83.0,82.0,Europe
France/Mayotte,2020-05-04,France,-12.8275,45.166244,650.0,6.0,235.0,409.0,Europe
France/New Caledonia,2020-05-04,France,-20.9043,165.618042,18.0,0.0,17.0,1.0,Europe
France/Reunion,2020-05-04,France,-21.1151,55.5364,423.0,0.0,300.0,123.0,Europe
France/Saint Barthelemy,2020-05-04,France,17.9,-62.8333,6.0,0.0,6.0,0.0,Europe
France/Saint Pierre and Miquelon,2020-05-04,France,46.8852,-56.3159,1.0,0.0,0.0,1.0,Europe
France/St Martin,2020-05-04,France,18.0708,-63.0501,38.0,3.0,27.0,8.0,Europe
Gabon,2020-05-04,Gabon,-0.8037,11.6094,335.0,5.0,85.0,245.0,Africa
Gambia,2020-05-04,Gambia,13.4667,-15.3101,17.0,1.0,9.0,7.0,Africa
Georgia,2020-05-04,Georgia,42.3154,43.3569,589.0,9.0,223.0,357.0,Asia
Germany,2020-05-04,Germany,51.1657,10.451526,165664.0,6866.0,130600.0,28198.0,Europe
Ghana,2020-05-04,Ghana,7.9465,-1.0232,2169.0,18.0,229.0,1922.0,Africa
Greece,2020-05-04,Greece,39.0742,21.8243,2626.0,144.0,1374.0,1108.0,Europe
Grenada,2020-05-04,Grenada,12.1165,-61.678999999999995,21.0,0.0,13.0,8.0,Americas
Guatemala,2020-05-04,Guatemala,15.7835,-90.2308,703.0,17.0,72.0,614.0,Americas
Guinea,2020-05-04,Guinea,9.9456,-9.6966,1586.0,7.0,405.0,1174.0,Africa
Guinea-Bissau,2020-05-04,Guinea-Bissau,11.8037,-15.1804,257.0,1.0,19.0,237.0,Africa
Guyana,2020-05-04,Guyana,5.0,-58.75,82.0,9.0,22.0,51.0,Americas
Haiti,2020-05-04,Haiti,18.9712,-72.2852,88.0,9.0,10.0,69.0,Americas
Holy See,2020-05-04,Holy See,41.9029,12.4534,11.0,0.0,2.0,9.0,Europe
Honduras,2020-05-04,Honduras,15.2,-86.2419,1055.0,82.0,118.0,855.0,Americas
Hungary,2020-05-04,Hungary,47.1625,19.5033,2998.0,340.0,629.0,2029.0,Europe
Iceland,2020-05-04,Iceland,64.9631,-19.0208,1799.0,10.0,1717.0,72.0,Europe
India,2020-05-04,India,21.0,78.9629,42505.0,1391.0,11775.0,29339.0,Asia
Indonesia,2020-05-04,Indonesia,-0.7893,113.9213,11192.0,845.0,1876.0,8471.0,Asia
Iran,2020-05-04,Iran,32.427908,53.68804599999999,97424.0,6203.0,78422.0,12799.0,Asia
Iraq,2020-05-04,Iraq,33.2232,44.0,2296.0,97.0,1490.0,709.0,Asia
Ireland,2020-05-04,Ireland,53.27955,-7.6921,21506.0,1303.0,13386.0,6817.0,Europe
Israel,2020-05-04,Israel,31.0461,35.0,16208.0,232.0,9749.0,6227.0,Asia
Italy,2020-05-04,Italy,43.0,12.5674,210717.0,28884.0,81654.0,100179.0,Europe
Jamaica,2020-05-04,Jamaica,18.1096,-77.2975,469.0,9.0,38.0,422.0,Americas
Japan,2020-05-04,Japan,36.204824,138.252924,14877.0,487.0,3981.0,10409.0,Asia
Jordan,2020-05-04,Jordan,31.24,36.51,461.0,9.0,367.0,85.0,Asia
Kazakhstan,2020-05-04,Kazakhstan,48.0196,66.9237,3920.0,27.0,1084.0,2809.0,Asia
Kenya,2020-05-04,Kenya,-0.0236,37.9062,465.0,24.0,167.0,274.0,Africa
Kuwait,2020-05-04,Kuwait,29.5,47.75,4983.0,38.0,1776.0,3169.0,Asia
Kyrgyzstan,2020-05-04,Kyrgyzstan,41.2044,74.7661,795.0,10.0,564.0,221.0,Asia
Laos,2020-05-04,Laos,19.856270000000002,102.495496,19.0,0.0,9.0,10.0,Asia
Latvia,2020-05-04,Latvia,56.8796,24.6032,879.0,16.0,348.0,515.0,Europe
Lebanon,2020-05-04,Lebanon,33.8547,35.8623,737.0,25.0,200.0,512.0,Asia
Liberia,2020-05-04,Liberia,6.4281,-9.429499,158.0,18.0,58.0,82.0,Africa
Libya,2020-05-04,Libya,26.3351,17.228331,63.0,3.0,22.0,38.0,Africa
Liechtenstein,2020-05-04,Liechtenstein,47.166000000000004,9.5554,82.0,1.0,55.0,26.0,Europe
Lithuania,2020-05-04,Lithuania,55.1694,23.8813,1410.0,46.0,635.0,729.0,Europe
Luxembourg,2020-05-04,Luxembourg,49.8153,6.1317,3824.0,96.0,3379.0,349.0,Europe
Madagascar,2020-05-04,Madagascar,-18.7669,46.869107,149.0,0.0,98.0,51.0,Africa
Malawi,2020-05-04,Malawi,-13.254307999999998,34.301525,39.0,3.0,9.0,27.0,Africa
Malaysia,2020-05-04,Malaysia,4.2105,112.5,6298.0,105.0,4413.0,1780.0,Asia
Maldives,2020-05-04,Maldives,3.2028,73.2207,527.0,1.0,18.0,508.0,Asia
Mali,2020-05-04,Mali,17.570692,-3.9961660000000006,563.0,27.0,213.0,323.0,Africa
Malta,2020-05-04,Malta,35.9375,14.3754,477.0,4.0,392.0,81.0,Europe
Mauritania,2020-05-04,Mauritania,21.0079,10.9408,8.0,1.0,6.0,1.0,Africa
Mauritius,2020-05-04,Mauritius,-20.2,57.5522,332.0,10.0,315.0,7.0,Africa
Mexico,2020-05-04,Mexico,23.6345,-102.0,23471.0,2154.0,13447.0,7870.0,Americas
Moldova,2020-05-04,Moldova,47.4116,28.3699,4121.0,125.0,1382.0,2614.0,Europe
Monaco,2020-05-04,Monaco,43.7384,7.4246,95.0,4.0,78.0,13.0,Europe
Mongolia,2020-05-04,Mongolia,46.8625,103.8467,39.0,0.0,10.0,29.0,Asia
Montenegro,2020-05-04,Montenegro,42.7087,19.3744,322.0,8.0,249.0,65.0,Europe
Morocco,2020-05-04,Morocco,31.7917,-7.0926,4903.0,174.0,1438.0,3291.0,Africa
Mozambique,2020-05-04,Mozambique,-18.665695,35.529562,80.0,0.0,19.0,61.0,Africa
Namibia,2020-05-04,Namibia,-22.9576,18.4904,16.0,0.0,8.0,8.0,Africa
Nepal,2020-05-04,Nepal,28.3949,84.25,75.0,0.0,16.0,59.0,Asia
Netherlands,2020-05-04,Netherlands,52.1326,5.2913,40571.0,5056.0,0.0,35515.0,Europe
Netherlands/Aruba,2020-05-04,Netherlands,12.5211,-69.9683,100.0,2.0,81.0,17.0,Europe
"Netherlands/Bonaire, Sint Eustatius and Saba",2020-05-04,Netherlands,12.1784,-68.2385,6.0,0.0,0.0,6.0,Europe
Netherlands/Curacao,2020-05-04,Netherlands,12.1696,-68.99,16.0,1.0,13.0,2.0,Europe
Netherlands/Sint Maarten,2020-05-04,Netherlands,18.0425,-63.0548,76.0,13.0,44.0,19.0,Europe
New Zealand,2020-05-04,New Zealand,-40.9006,174.886,1487.0,20.0,1276.0,191.0,Oceania
Nicaragua,2020-05-04,Nicaragua,12.865416,-85.2072,15.0,5.0,7.0,3.0,Americas
Niger,2020-05-04,Niger,17.6078,8.0817,750.0,36.0,518.0,196.0,Africa
Nigeria,2020-05-04,Nigeria,9.082,8.6753,2558.0,87.0,400.0,2071.0,Africa
North Macedonia,2020-05-04,North Macedonia,41.6086,21.7453,1511.0,84.0,945.0,482.0,Europe
Norway,2020-05-04,Norway,60.472,8.4689,7847.0,211.0,32.0,7604.0,Europe
Oman,2020-05-04,Oman,21.512583,57.0,2568.0,12.0,750.0,1806.0,Asia
Pakistan,2020-05-04,Pakistan,30.3753,69.3451,20084.0,457.0,5114.0,14513.0,Asia
Panama,2020-05-04,Panama,8.538,-80.7821,7090.0,197.0,641.0,6252.0,Americas
Papua New Guinea,2020-05-04,Papua New Guinea,-6.314993,143.95555,8.0,0.0,0.0,8.0,Oceania
Paraguay,2020-05-04,Paraguay,-23.4425,-58.4438,396.0,10.0,126.0,260.0,Americas
Peru,2020-05-04,Peru,-9.19,-75.0152,45928.0,1286.0,13550.0,31092.0,Americas
Philippines,2020-05-04,Philippines,13.0,122.0,9223.0,607.0,1214.0,7402.0,Asia
Poland,2020-05-04,Poland,51.9194,19.1451,13693.0,678.0,3945.0,9070.0,Europe
Portugal,2020-05-04,Portugal,39.3999,-8.2245,25282.0,1043.0,1689.0,22550.0,Europe
